	term	in_umls	rank
1317	demandes d'ouverture	0	0.0333
1318	direction régionale de l'industrie	0	0.0333
1319	dispositif de mise	0	0.0333
1320	dispositif de mise hors-service	0	0.0333
1321	dispositifs d'épuisement	0	0.0333
1322	dispositions applicables aux biens	0	0.0333
1323	dispositions du p	0	0.0333
1324	du reglement dispositions	0	0.0333
1325	défrichements de façon	0	0.0333
1326	dépôts de matériaux susceptibles	0	0.0333
1327	eaux pluviales dans la proportion	0	0.0333
1328	eaux pluviales sur place	0	0.0333
1329	effets de la crue	0	0.0333
1330	effets de la crue centennale	0	0.0333
1331	effets du p	0	0.0333
1332	emprise en cas	0	0.0333
1333	emprise en cas de crue	0	0.0333
1334	en-dessous du niveau	0	0.0333
1335	exception des dispositifs	0	0.0333
1336	exploitation de carrières	0	0.0333
1337	exécution des techniques	0	0.0333
1338	façon à pouvoir	0	0.0333
1339	garages ou pièces	0	0.0333
1340	imperméabilisation des sols	0	0.0333
1341	indemnisation des victimes	0	0.0333
1342	infiltration des eaux	0	0.0333
1343	infiltration des eaux pluviales	0	0.0333
1344	installations et activités	0	0.0333
1345	instruction de la part	0	0.0333
1346	l alinéa précédent	0	0.0333
1347	lit des cours	0	0.0333
1348	législations réglementaires en vigueur	0	0.0333
1349	matière de pluvial	0	0.0333
1350	matériaux de second-oeuvre	0	0.0333
1351	matériaux insensibles à l'eau	0	0.0333
1352	maîtres d'ouvrages	0	0.0333
1353	maîtrise des eaux	0	0.0333
1354	maîtrise des eaux pluviales	0	0.0333
1355	maîtrise du débit	0	0.0333
1356	mesures compensatoires suffisantes	0	0.0333
1357	mesures de protection	0	0.0333
1358	mesures de prévention dans le cadre	0	0.0333
1359	mesures de prévention nécessaires	0	0.0333
1360	mesures minimales de prévention	0	0.0333
1361	mesures minimales de prévention individuelles	0	0.0333
1362	minimum à l altitude	0	0.0333
1363	mise en oeuvre de techniques	0	0.0333
1364	mise en place	0	0.0333
1365	mise en place de systèmes	0	0.0333
1366	niveau de la cote	0	0.0333
1367	niveau des plus	0	0.0333
1368	objet d'une instruction	0	0.0333
1369	objet d'une étude	0	0.0333
1370	objet d'une étude hydraulique	0	0.0333
1371	objet d'une étude hydraulique spécifique	0	0.0333
1372	objets de valeur	0	0.0333
1373	occupation des sols	0	0.0333
1374	oeuvre de techniques	0	0.0333
1375	oeuvre pour les risques	0	0.0333
1376	oeuvre pour les risques naturels	0	0.0333
1377	opération d'urbanisation	0	0.0333
1378	orientations du sdage	0	0.0333
1379	pièces annexes en-dessous	0	0.0333
1380	place dans un délai	0	0.0333
1381	place de systèmes	0	0.0333
1382	plan de zonage	0	0.0333
1383	plan de zonage du plan	0	0.0333
1384	plantations d'alignement	0	0.0333
1385	plus hautes eaux	0	0.0333
1386	portee du reglement	0	0.0333
1387	possibilités de subvention	0	0.0333
1388	prescriptions du règlement	0	0.0333
1389	produits ou objets	0	0.0333
1390	produits sensibles à l'humidité	0	0.0333
1391	protection des zones	0	0.0333
1392	préjudice de l'application	0	0.0333
1393	prévention dans le cadre	0	0.0333
1394	prévention en conséquence	0	0.0333
1395	puits d'infiltration	0	0.0333
1396	quantité ou concentration	0	0.0333
1397	regard de l'inondation	0	0.0333
1398	reglement dispositions generales	0	0.0333
1399	relative à l'indemnisation	0	0.0333
1400	repères d'altitude	0	0.0333
1401	respect des dispositions	0	0.0333
1402	ruissellement pluvial urbain	0	0.0333
1403	règlement sanitaire départemental	0	0.0333
1404	réfections de toitures	0	0.0333
1405	réparation des dommages	0	0.0333
1406	réparation des dommages matériels	0	0.0333
1407	réseaux d'assainissement	0	0.0333
1408	réseaux extérieurs d'eau	0	0.0333
1409	sablières ou gravières	0	0.0333
1410	schéma départemental des carrières	0	0.0333
1411	sens principal du courant	0	0.0333
1412	servitude d'utilité	0	0.0333
1413	servitude d'utilité publique	0	0.0333
1414	sol de façon	0	0.0333
1415	stockage des produits	0	0.0333
1416	stockage des produits polluants	0	0.0333
1417	stocks de produits	0	0.0333
1418	structures sensibles à la corrosion	0	0.0333
1419	surfaces de garages	0	0.0333
1420	syndicat de communes	0	0.0333
1421	syndicat de communes sur un périmètre	0	0.0333
1422	système de balisage	0	0.0333
1423	système de balisage permanent	0	0.0333
1424	sécurité au regard	0	0.0333
1425	techniques de prévention	0	0.0333
1426	terrain naturel avant travaux	0	0.0333
1427	titre de la loi	0	0.0333
1428	travaux de protection	0	0.0333
1429	travaux de protection des zones	0	0.0333
1430	travaux de terrassement	0	0.0333
1431	travaux et activités	0	0.0333
1432	travaux relatifs à la ripisylve	0	0.0333
1433	travaux sur le bâti	0	0.0333
1434	travaux sur le bâti existant	0	0.0333
1435	victimes des catastrophes	0	0.0333
1436	victimes des catastrophes naturelles	0	0.0333
1437	zonage du plan	0	0.0333
1438	écoulement des eaux pluviales	0	0.0333
1439	étanchéité du bâtiment	0	0.0333
1440	état de catastrophe	0	0.0333
1441	état de catastrophe naturelle	0	0.0333
1442	étude de travaux	0	0.0333
1443	étude de travaux de protection	0	0.0333
1444	− en particulier	0	0.0333
1445	activité agricole	0	0.0332
1446	agent naturel	0	0.0332
1447	alinéa précédent	0	0.0332
1448	annexes en-dessous	0	0.0332
1449	appareils ménagers	0	0.0332
1450	arase étanche	0	0.0332
1451	arrêté interministériel	0	0.0332
1452	attention particulière	0	0.0332
1453	bassin versant	0	0.0332
1454	biens existants	0	0.0332
1455	brefs délais	0	0.0332
1456	bâti existant	0	0.0332
1457	catastrophe naturelle	1	0.0332
1458	catastrophes naturelles	1	0.0332
1459	chaussées réservoir	0	0.0332
1460	clapets anti-retour	0	0.0332
1461	compteur électrique	0	0.0332
1462	conséquence amont	0	0.0332
1463	contraintes architecturales	0	0.0332
1464	cote ngf	0	0.0332
1465	coût supérieur	0	0.0332
1466	difficultés possibles	0	0.0332
1467	différentes prescriptions	0	0.0332
1468	différents maîtres	0	0.0332
1469	différents réseaux	0	0.0332
1470	direction régionale	0	0.0332
1471	dispositions applicables	0	0.0332
1472	dispositions generales	0	0.0332
1473	dommages matériels	0	0.0332
1474	engrais liquides	0	0.0332
1475	façon générale	0	0.0332
1476	fonctionnement	0	0.0332
1477	grandes surfaces	0	0.0332
1478	géomètre expert	0	0.0332
1479	infrastructures	0	0.0332
1480	levé topographique	0	0.0332
1481	litres m2	0	0.0332
1482	logement supplémentaire	0	0.0332
1483	législations réglementaires	0	0.0332
1484	mailles larges	0	0.0332
1485	matériaux insensibles	0	0.0332
1486	matériaux susceptibles	0	0.0332
1487	mesures adéquates	0	0.0332
1488	mesures individuelles	0	0.0332
1489	mesures minimales	0	0.0332
1490	mise hors-service	0	0.0332
1491	naturels prévisibles	0	0.0332
1492	pièces annexes	0	0.0332
1493	pluie intense	0	0.0332
1494	pression hydrostatique	1	0.0332
1495	produits sensibles	0	0.0332
1496	précision altimétrique	0	0.0332
1497	présent	1	0.0332
1498	prévention individuelles	0	0.0332
1499	prévention nécessaires	0	0.0332
1500	reglement dispositions	0	0.0332
1501	ruissellement pluvial	0	0.0332
1502	ruissellements pluviaux	0	0.0332
1503	règlement sanitaire	0	0.0332
1504	règles générales	0	0.0332
1505	règles simples	0	0.0332
1506	récipients étanches	0	0.0332
1507	régime général	0	0.0332
1508	réseaux extérieurs	0	0.0332
1509	sanitaire départemental	0	0.0332
1510	schéma départemental	0	0.0332
1511	sens principal	0	0.0332
1512	serres nécessaires	0	0.0332
1513	service urbanisme	0	0.0332
1514	structures sensibles	0	0.0332
1515	surfaces boisées	0	0.0332
1516	techniques particulières	0	0.0332
1517	textes réglementaires	0	0.0332
1518	traitement éventuels	0	0.0332
1519	tranchées filtrantes	0	0.0332
1520	transparence maximale	0	0.0332
1521	travaux relatifs	0	0.0332
1522	utilité publique	0	0.0332
1523	écoulement préférentiel	0	0.0332
1524	équipements électriques	0	0.0332
1525	affouillements	0	0.0331
1526	agent	0	0.0331
1527	alignement	1	0.0331
1528	altitudes	0	0.0331
1529	appareils	1	0.0331
1530	arase	0	0.0331
1531	arceaux	0	0.0331
1532	attention	1	0.0331
1533	axes	0	0.0331
1534	bouches	0	0.0331
1535	calage	0	0.0331
1536	catastrophe	0	0.0331
1537	catastrophes	1	0.0331
1538	chaudières	0	0.0331
1539	chauffe-eau	0	0.0331
1540	chaussées	0	0.0331
1541	cités	1	0.0331
1542	clapets	0	0.0331
1543	cloisons	0	0.0331
1544	collecte	0	0.0331
1545	compteur	0	0.0331
1546	concentration	1	0.0331
1547	contraintes	0	0.0331
1548	corrosion	1	0.0331
1549	courant	0	0.0331
1550	cours	1	0.0331
1551	coût	1	0.0331
1552	demandes	0	0.0331
1553	difficultés	0	0.0331
1554	dommages	0	0.0331
1555	déclaration	0	0.0331
1556	défrichements	0	0.0331
1557	départemental	0	0.0331
1558	engrais	1	0.0331
1559	etat	0	0.0331
1560	exceptions	0	0.0331
1561	exercice	1	0.0331
1562	fondations	1	0.0331
1563	garages	0	0.0331
1564	gravières	0	0.0331
1565	géomètre	0	0.0331
1566	hautes	0	0.0331
1567	humidité	1	0.0331
1568	ign	0	0.0331
1569	imperméabilisation	0	0.0331
1570	indemnisation	0	0.0331
1571	industrie	1	0.0331
1572	inondabilité	0	0.0331
1573	instruction	1	0.0331
1574	intensité	0	0.0331
1575	levé	0	0.0331
1576	litres	0	0.0331
1577	logement	1	0.0331
1578	législation	1	0.0331
1579	législations	0	0.0331
1580	mailles	0	0.0331
1581	matière	0	0.0331
1582	maîtres	0	0.0331
1583	menuiseries	0	0.0331
1584	naturels	0	0.0331
1585	ngf	1	0.0331
1586	nomenclature	1	0.0331
1587	objets	0	0.0331
1588	particulières	0	0.0331
1589	peintures	1	0.0331
1590	pesticides	1	0.0331
1591	pièces	1	0.0331
1592	pluie	1	0.0331
1593	plus	1	0.0331
1594	pluvial	0	0.0331
1595	pompage	0	0.0331
1596	portee	0	0.0331
1597	portes	0	0.0331
1598	possibilité	0	0.0331
1599	possibilités	0	0.0331
1600	pouvoir	1	0.0331
1601	procédés	0	0.0331
1602	proportion	0	0.0331
1603	précision	0	0.0331
1604	préjudice	1	0.0331
1605	prévisibles	0	0.0331
1606	puits	1	0.0331
1607	quantité	1	0.0331
1608	recherche	1	0.0331
1609	regard	0	0.0331
1610	relative	0	0.0331
1611	repères	1	0.0331
1612	respect	0	0.0331
1613	rivière	1	0.0331
1614	ruissellements	0	0.0331
1615	réfections	0	0.0331
1616	régime	1	0.0331
1617	réparation	1	0.0331
1618	sablières	0	0.0331
1619	sanitaire	0	0.0331
1620	second-oeuvre	0	0.0331
1621	serres	1	0.0331
1622	service	0	0.0331
1623	stocks	1	0.0331
1624	structure	0	0.0331
1625	structures	0	0.0331
1626	subvention	0	0.0331
1627	syndicat	1	0.0331
1628	système	0	0.0331
1629	systèmes	0	0.0331
1630	tassements	0	0.0331
1631	terrassement	0	0.0331
1632	textes	0	0.0331
1633	traitement	1	0.0331
1634	tranchées	0	0.0331
1635	transparence	0	0.0331
1636	utilité	0	0.0331
1637	versant	0	0.0331
1638	victimes	0	0.0331
1639	vigueur	0	0.0331
1640	volumes	0	0.0331
1641	zonage	0	0.0331
1642	échelle	1	0.0331
1643	égouts	0	0.0331
1644	épuisement	1	0.0331
1645	érosions	0	0.0331
1646	recommandations	1	0.0318
1647	réparations	0	0.0318
1648	equipement	0	0.0317
1649	qu	0	0.0317
1650	habitation	0	0.0306
1651	accessibilité depuis une voie	0	0.03
1652	accessibilité depuis une voie ouverte	0	0.03
1653	activité humaine permanente	0	0.03
1654	approbation du présent	0	0.03
1655	b1 précaution forte	0	0.03
1656	bande de terrain	0	0.03
1657	bande de terrain inconstructible	0	0.03
1658	base des prescriptions	0	0.03
1659	base des prescriptions techniques	0	0.03
1660	base des prescriptions techniques générales	0	0.03
1661	bâtiment individuel isolé	0	0.03
1662	cartographie de l aléa	0	0.03
1663	cartographie des enjeux existants	0	0.03
1664	cartographie des enjeux futurs	0	0.03
1665	cités dans le présent	0	0.03
1666	commune de grabels	0	0.03
1667	communication entre l espace	0	0.03
1668	construction à un point	0	0.03
1669	constructions nécessaires au fonctionnement	0	0.03
1670	conséquences du passage	0	0.03
1671	conséquences du passage possible	0	0.03
1672	contact avec la zone	0	0.03
1673	contact avec la zone naturelle	0	0.03
1674	continuité de la bande	0	0.03
1675	continuité directe avec une zone	0	0.03
1676	de la forêt	0	0.03
1677	débroussaillement de mise	0	0.03
1678	débroussaillement de mise en sécurité	0	0.03
1679	délais et modalités	0	0.03
1680	détermination du risque actuel	0	0.03
1681	détermination du risque futur	0	0.03
1682	elargissement des voies	0	0.03
1683	elargissement des voies privées	0	0.03
1684	engins de secours	0	0.03
1685	engins de secours –	0	0.03
1686	equipement des habitations	0	0.03
1687	espaces avec une garantie	0	0.03
1688	exception des icpe	0	0.03
1689	exposés aux incendies	0	0.03
1690	feu des toitures	0	0.03
1691	fonctionnement des services	0	0.03
1692	fonctionnement des services publics	0	0.03
1693	forêt concernant la totalité	0	0.03
1694	implantation de nouvelles	0	0.03
1695	implantation des hydrants	0	0.03
1696	intérieur des zones	0	0.03
1697	intérieur du périmètre	0	0.03
1698	l aléa pérennes	0	0.03
1699	l entrée principale	0	0.03
1700	l espace naturel	0	0.03
1701	l habitat diffus	0	0.03
1702	l implantation nouvelle	0	0.03
1703	la direction départementale	0	0.03
1704	m de longueur	0	0.03
1705	mise en sécurité dans la zone	0	0.03
1706	mise en sécurité des projets	0	0.03
1707	mise en uvre	0	0.03
1708	mise en uvre en cas	0	0.03
1709	mise à feu	0	0.03
1710	mise à feu des toitures	0	0.03
1711	mm de diamètre	0	0.03
1712	modalités de mise	0	0.03
1713	modalités de mise en uvre	0	0.03
1714	nonaggravation du risque	0	0.03
1715	nonaggravation du risque global	0	0.03
1716	nouveau bâtiment individuel	0	0.03
1717	nouvelles constructions isolées	0	0.03
1718	par la direction	0	0.03
1719	particulière au risque	0	0.03
1720	partie de l espace	0	0.03
1721	prescriptions constructives précises	0	0.03
1722	prescriptions relatives à la défense extérieure	0	0.03
1723	prescriptions sous réserve	0	0.03
1724	pérennité des mesures	0	0.03
1725	périmètre de zac	0	0.03
1726	périmètre en contact	0	0.03
1727	périmètre en contact avec la zone	0	0.03
1728	recommandations indicatives de nature	0	0.03
1729	risque potentiellement fort	0	0.03
1730	risques de mise	0	0.03
1731	risques de mise à feu	0	0.03
1732	règles de constructions	0	0.03
1733	réserves de combustibles solides	0	0.03
1734	secours – cf	0	0.03
1735	stationnements de caravanes	0	0.03
1736	sécurité dans la zone	0	0.03
1737	tampon avec les zones	0	0.03
1738	tas de bois	0	0.03
1739	totalité du périmètre	0	0.03
1740	tout nouveau bâtiment	0	0.03
1741	toute opération nouvelle	0	0.03
1742	travaux de mise aux normes	0	0.03
1743	uvre des prescriptions	0	0.03
1744	uvre des prescriptions individuelles	0	0.03
1745	uvre en cas	0	0.03
1746	voirie ouverte à la circulation	0	0.03
1747	voirie ouverte à la circulation publique	0	0.03
1748	véhicules de prévention	0	0.03
1749	véhicules sans ralentissement	0	0.03
1750	zone de contact	0	0.03
1751	zone ouverte à la circulation	0	0.03
1752	zone ouverte à la circulation publique	0	0.03
1753	zones de précaution forte	0	0.03
1754	zones des constructions	0	0.03
1755	zones des constructions existantes	0	0.03
1756	équipement dans un coffre	0	0.03
1757	équipements et constructions	0	0.03
1758	équipements nécessaires au fonctionnement	0	0.03
1759	aléa feu	0	0.0299
1760	aléa pérennes	0	0.0299
1761	arrêté ministériel	0	0.0299
1762	avis favorable	0	0.0299
1763	b1 précaution	0	0.0299
1764	b2 précaution	0	0.0299
1765	bande inconstructible	0	0.0299
1766	bleu clair	1	0.0299
1767	bleu foncé	0	0.0299
1768	bâtiment existant	0	0.0299
1769	bâtiment individuel	0	0.0299
1770	bâtiment isolé	0	0.0299
1771	bâtiments existants	0	0.0299
1772	combustible –	0	0.0299
1773	combustibles solides	0	0.0299
1774	construction incombustible	0	0.0299
1775	constructions nécessaires	0	0.0299
1776	curage régulier	0	0.0299
1777	densification urbaine	0	0.0299
1778	direction départementale	0	0.0299
1779	enjeux existants	0	0.0299
1780	enjeux futurs	0	0.0299
1781	erp susceptibles	0	0.0299
1782	espace naturel	0	0.0299
1783	grands espaces	0	0.0299
1784	habitat diffus	0	0.0299
1785	implantation nouvelle	0	0.0299
1786	interface –	0	0.0299
1787	majeure partie	0	0.0299
1788	man uvre	0	0.0299
1789	mètres mesurés	0	0.0299
1790	naturels exposés	0	0.0299
1791	nouveau bâtiment	0	0.0299
1792	nouvelles constructions	0	0.0299
1793	opération nouvelle	0	0.0299
1794	opérations nouvelles	0	0.0299
1795	petite superficie	0	0.0299
1796	place chaptal	0	0.0299
1797	points suivants	0	0.0299
1798	prescriptions individuelles	0	0.0299
1799	profondeur réglementaire	0	0.0299
1800	projets urbains	0	0.0299
1801	préfectoral 2004-i907	0	0.0299
1802	périmètre total	0	0.0299
1803	périmètre –	0	0.0299
1804	risque actuel	0	0.0299
1805	risque futur	0	0.0299
1806	saison estivale	0	0.0299
1807	secours cf	0	0.0299
1808	terrain inconstructible	0	0.0299
1809	toute opération	0	0.0299
1810	urbanisation existante	0	0.0299
1811	urbanisation totale	0	0.0299
1812	urbanisme collectives	0	0.0299
1813	voies privées	0	0.0299
1814	voirie ouverte	0	0.0299
1815	zone naturelle	0	0.0299
1816	zone ouverte	0	0.0299
1817	zones b2	0	0.0299
1818	zones tampon	0	0.0299
1819	équipements nécessaires	0	0.0299
1820	– fax	0	0.0299
1821	1	1	0.0298
1822	2	1	0.0298
1823	2004-i907	0	0.0298
1824	4	1	0.0298
1825	acceptation	0	0.0298
1826	agriculture	1	0.0298
1827	aide	0	0.0298
1828	aiguilles	1	0.0298
1829	aménageur	0	0.0298
1830	année	0	0.0298
1831	applicable	0	0.0298
1832	avis	0	0.0298
1833	bleu	1	0.0298
1834	cedex	0	0.0298
1835	cents	0	0.0298
1836	chaptal	0	0.0298
1837	ci-après	0	0.0298
1838	cidessus	0	0.0298
1839	coffre	0	0.0298
1840	combustibilité	0	0.0298
1841	communication	1	0.0298
1842	continuation	0	0.0298
1843	critères	0	0.0298
1844	croisement	1	0.0298
1845	cs	0	0.0298
1846	curage	1	0.0298
1847	densification	0	0.0298
1848	diamètre	1	0.0298
1849	départementale	0	0.0298
1850	elargissement	0	0.0298
1851	er	0	0.0298
1852	etabli	0	0.0298
1853	exemples	0	0.0298
1854	exposition	1	0.0298
1855	exposés	1	0.0298
1856	fax	1	0.0298
1857	feuillages	0	0.0298
1858	fonction	0	0.0298
1859	foncé	1	0.0298
1860	habitat	1	0.0298
1861	inconstructibilité	0	0.0298
1862	individuelle	0	0.0298
1863	isolement	1	0.0298
1864	jumelage	0	0.0298
1865	lance	1	0.0298
1866	lotissement	0	0.0298
1867	man	0	0.0298
1868	mm	0	0.0298
1869	moteur	0	0.0298
1870	motopompe	0	0.0298
1871	nonaggravation	0	0.0298
1872	nouvelles	1	0.0298
1873	particulière	0	0.0298
1874	peuplement	0	0.0298
1875	piscine	1	0.0298
1876	points	0	0.0298
1877	position	0	0.0298
1878	pprif	0	0.0298
1879	puissance	0	0.0298
1880	pérennité	0	0.0298
1881	rectificatif	0	0.0298
1882	règle	1	0.0298
1883	saison	0	0.0298
1884	sommaire	0	0.0298
1885	son	1	0.0298
1886	stationnements	0	0.0298
1887	subordonnée	0	0.0298
1888	tampon	1	0.0298
1889	tas	1	0.0298
1890	tiers	0	0.0298
1891	tout	1	0.0298
1892	tuyaux	0	0.0298
1893	tél	0	0.0298
1894	équipement	1	0.0298
1895	air	1	0.0274
1896	approbation	0	0.0274
1897	cadre	0	0.0274
1898	constructions nouvelles	0	0.0274
1899	exploitation	0	0.0274
1900	locaux	0	0.0274
1901	murs	0	0.0274
1902	secours	0	0.0274
1903	services	0	0.0274
1904	aggravation	1	0.026
1905	hauteur	0	0.026
1906	risques naturels	0	0.026
1907	habitations	0	0.0256
1908	urbanisme	1	0.0256
1909	citernes	0	0.0228
1910	façades	0	0.0228
1911	revêtements	0	0.0228
1912	toiture	0	0.0228
1913	arrêtés	0	0.0206
1914	article	0	0.0206
1915	bassin	1	0.0206
1916	gestion	0	0.0206
1917	mise en sécurité	0	0.0206
1918	objet	0	0.0206
1919	plan de prévention	0	0.0206
1920	ppr	0	0.0206
1921	stationnement	0	0.0206
1922	uvre	0	0.0206
1923	véhicules	0	0.0206
1924	accueil	0	0.0204
1925	août	0	0.0154
1926	décret	0	0.0154
1927	mur	0	0.0154
1928	règles	1	0.0154
1929	titre	0	0.0154
1930	urbanisation	1	0.0154
1931	état	1	0.0154
1932	activité	0	0.0138
1933	arrêté	1	0.0138
1934	délais	0	0.0138
1935	opération	1	0.0138
1936	pression	1	0.0138
1937	ralentissement	0	0.0138
1938	établissements	0	0.0138
1939	direction	1	0.0128
1940	hydrocarbures	1	0.0126
1941	date	0	0.0102
1942	débit	0	0.0102
1943	meilleurs délais	0	0.0102
1944	réservoir	0	0.0102
1945	toitures	0	0.0102
1946	ans	1	0.0078
1947	plantations	0	0.0078
1948	étanchéité	0	0.0078
1949	arrêté préfectoral	0	0.0068
1950	bordure	0	0.0068
1951	enquête	0	0.0068
1952	enquête publique	0	0.0068
1953	environnement	1	0.0068
1954	garantie	0	0.0068
1955	mars	1	0.0068
1956	occupation	0	0.0068
1957	prescription	1	0.0068
1958	publique	0	0.0068
1959	risques naturels prévisibles	0	0.0068
